Listing Name,Display Name,Sector,Brief Description,Address,Website,Phone,Social Media 1,Social Media 1 Type,Social Media 2,Social Media 2 Type,Social Media 3,Social Media 3 Type,Status,ID,lon,lat
Le Petit Versailles Garden,Le Petit Versailles Garden,Gardens,"GreenThumb garden - This 20‘ by 60′ garden with entrances on both Houston Street and Second Street was created by Peter Cramer and Jack Waters on the site of a former ""chop shop.” It is appropriate that a stage dominates the garden because the gardeners are committed to providing a space for performers, filmmakers, and visual artists to show their work. A narrow brick path slopes down from the Houston Street entrance and splits to circle the low wooden platform that serves as a stage. Narrow beds filled with shrubs, perennials. vines, and annuals border the walls of the adjacent buildings. The path continues under a vine-draped arch, through an arbor covered seating area, to the gate on Second Street. Le Petit Versailles is a project of Allied Productions, a not-for- profit arts organization, and has an active performance and exhibit schedule during the summer months.","247 E. 2nd Street, Manhattan, NY, 10009","Instagram: https://www.instagram.com/lpvgarden/?hl=en
Facebook: https://www.facebook.com/PetitVersaillesNYC/",,,,,,,,,1595,-73.981813,40.7211
Life Spire Garden,Life Spire Garden,Gardens,GreenThumb garden,"2015 Lexington Avenue, Manhattan, NY",https://www.facebook.com/LifeSpireGarden,,,,,,,,,1596,-73.938449,40.802579
Liz Christy Garden,Liz Christy Garden,Gardens,"GreenThumb garden - The Liz Christy Garden was founded in 1973. It has a pond that is 2.5 feet deep, where fish and red-eared slider turtle communities live year round. The garden also has a a wildflower habitat, beautiful wooden furniture, a grape arbor, a grove of weeping birch trees, fruit trees, a dawn redwood, vegetable gardens, berries, herbs and hundreds of varieties of flowering perennials. It is divided into individual areas, designed and tended by the garden members; general maintenance is shared. The beauties of this natural place can be enjoyed in every season, including winter during the weekly open hours.
","110 E Houston Street, Manhattan, NY, 10003",,,,,,,,,,1597,-73.991032,40.723742
Los Amigos Garden,Los Amigos Garden,Gardens,GreenThumb garden,"221 East 3rd Street, Manhattan, NY, 10009",,,,,,,,,,1598,-73.982062,40.722479
Los Amigos Community Garden,Los Amigos Community Garden,Gardens,NY Restoration Project garden,"326 Pleasant Avenue, Manhattan, NY, 10035",,,,,,,,,,1599,-73.93201,40.796086
Lower East Side Ecology Center Garden,Lower East Side Ecology Center Garden,Gardens,GreenThumb garden,"213 E. 7th Street, Manhattan, NY, 10009",,,,,,,,,,1600,-73.97972,40.724639
Lucille McClarey Wicked Friendship Garden,Lucille McClarey Wicked Friendship Garden,Gardens,"NY Restoration Project garden - The Lucille McClarey Wicked Friendship Garden began over 30 years ago when block activist, Mrs. Lucille McClarey, got neighbors together to clear out an abandoned lot and rented it from the city for $1 a year. She loved and tended to the Garden until she passed in the late 1990s. In the late 90s and early 2000 the city began to talk of taking the land back. New York Restoration Project purchased the land with the intention to keep the garden intact and give it back to the community to enjoy.

In 2007, as part of their Green for Good campaign, the smash Broadway production of Wicked provided funding to renovate the Friendship Garden with a wildly imaginative and fantastical design provided by the show’s Associate Scenic Designer, Edward Pierce. Echoing themes of the Land of Oz – and as portrayed in the Broadway production – the Friendship Garden features unique Oz-inspired lampposts and fencing, a poppy-painted mural, a ""yellow brick"" path, an ""emerald"" granite patio, a spiral-twisted stone barbeque and two new street trees in front of the space. The revitalized garden is also lush with plant life – including a variety of roses, lilies, hostas and hydrangeas. Finally, a wishing well – located in the middle of the garden – symbolizes that a community working together, as one, can truly make any wish come true.","499 West 150th Street, Manhattan, NY","http://www.west150nyc.com/garden.html
Instagram: https://www.instagram.com/wicked_friendship_garden/
Facebook: https://www.facebook.com/groups/NYRPFriendshipGarden/",,,,,,,,,1601,-73.94566,40.828783
Luigi's Garden,Luigi's Garden,Gardens,GreenThumb garden,"227 West 115th Street, Manhattan, NY",https://www.facebook.com/LuigisGarden/?ref=page_internal,,,,,,,,,1602,-73.954322,40.803346
Lydia's Magic Garden,Lydia's Magic Garden,Gardens,"GreenThumb garden - Lydia’s Magic Garden is a community garden established in 1991 by Lydia Roman. Tired of seeing her community with empty lots of garbage, Roman decided to make a difference by creating beautiful gardens. Since the Mid 80’s Lydia has created three lovely gardens that have enhanced the El Barrio community. Lydia’s gardens produced organic cabbage, tomatoes, fresh mint, peppers and eggplant, in the summer. Roses, lilies, sunflowers and many other plant life grew plentifully, adding color to the neighborhood. The casitas gave members of the community a place to relax and enjoy the lovely view. Kids from local schools visit Lydia’s garden to learn about planting flowers and vegetables.","1665 Park Avenue, Manhattan, NY","http://www.lydiasmagicgarden.com/
Instagram: https://www.instagram.com/lydiasmagicgarden/
Facebook: https://www.facebook.com/lydiasmagicgarden
",,,,,,,,,1603,-73.942393,40.800069
M'finda Kalunga Community Garden,M'finda Kalunga Community Garden,Gardens,"GreenThumb garden - The M’Finda Kalunga Community Garden began in 1982 as a group organizing to rid the Sara Roosevelt Park area of drugs and crime and to protect low-income housing and services in the neighborhood. This beautiful garden–almost a city block long–was born of that effort. Nearly thirty years later, some of the original organizers continue to garden at M’Finda Kalunga, along with many new friends, families and volunteers.

Garden members tend allocated plots and common areas, and periodically do garden-wide seasonal maintenance. There is a children’s area with a sandbox, a Bocce court and a patio area for events and gatherings. Tables and benches are dotted throughout the garden, where people can sit and picnic during open hours.","179 Chrystie Street, Manhattan, NY, 10002","https://www.mkgarden.org/
Instagram: https://www.instagram.com/mkgarden_/?hl=en",,,,,,,,,1604,-73.992507,40.721509
Maggie's Community Garden,Maggie's Community Garden,Gardens,NY Restoration Project garden,"564 West 149th Street, Manhattan, NY",https://www.facebook.com/MaggiesCommunityGarden/,,,,,,,,,1605,-73.948129,40.828566
Maggie's Magic Garden,Maggie's Magic Garden,Gardens,GreenThumb garden,"1574 Lexington Avenue, Manhattan, NY",https://www.instagram.com/maggiesmagicgarden/?hl=en,,,,,,,,,1606,-73.949174,40.788727
Miracle Garden,Miracle Garden,Gardens,GreenThumb garden,"194-196 East 3rd Street, Manhattan, NY, 10009",https://www.facebook.com/miraclegardennyc/,,,,,,,,,1607,-73.983524,40.722633
Mobilization For Change Community Garden,Mobilization For Change Community Garden,Gardens,GreenThumb garden,"955 Columbus Avenue, Manhattan, NY",https://www.facebook.com/MFCGarden/,,,,,,,,,1608,-73.962164,40.799694
Morris Jumel Community Garden,Morris Jumel Community Garden,Gardens,GreenThumb garden,"455-457 W 162nd Street, Manhattan, NY","https://morrisjumelcommunitygarden.wordpress.com/
https://www.facebook.com/MorrisJumelGarden/",,,,,,,,,1609,-73.939078,40.835752
Neighbors of Vega Baja,Neighbors of Vega Baja,Gardens,GreenThumb garden,"320 E. 109th Street, Manhattan, NY",,,,,,,,,,1610,-73.940192,40.791895
Oasis Community Garden,Oasis Community Garden,Gardens,"GreenThumb garden - For over 30 years, Oasis has provided garden opportunities for Hell's Kitchen residents and a haven of green tranquility to visitors from all around the globe. Located on West 52nd between 10th and 11th Avenues, Oasis Community Garden invites you to come in and smell the roses—and wander our pathways fashioned from the bricks of tenements that once stood on the lot—and daydream on our lawn until the fireflies come out—and admire the butterflies as they flit among our native perennials. Oasis is the perfect escape from the asphalt and chaos of midtown Manhattan. Whether you're a frazzled New Yorker looking for a place to unwind on a sunny Saturday without getting on the LIRR or an exhausted tourist needing a break from pounding the pavement, you're welcome at Oasis.","505 West 52nd Street, Manhattan, NY","http://www.oasiscommunitygarden.com/
https://www.instagram.com/oasiscommunitygarden/?hl=en",,,,,,,,,1611,-73.991228,40.766317
Orchard Alley Community Garden,Orchard Alley Community Garden,Gardens,GreenThumb garden,"350-54 East 4th Street, Manhattan, NY, 10009",https://www.facebook.com/orchardalleycommunitygarden/,,,,,,,,,1612,-73.978485,40.721327
Our Little Green Acre (Garden Eight),Our Little Green Acre (Garden Eight),Gardens,GreenThumb garden,"277 West 122nd Street, Manhattan, NY",,,,,,,,,,1613,-73.952032,40.808229
Pa'lante Community Garden (110th Street Block Association),Pa'lante Community Garden (110th Street Block Association),Gardens,GreenThumb garden,"1651 Madison Avenue, Manhattan, NY",,,,,,,,,,1614,-73.947325,40.796204
Peaceful Valley Community Garden,Peaceful Valley Community Garden,Gardens,GreenThumb garden,"52 East 117th Street, Manhattan, NY",,,,,,,,,,1615,-73.943566,40.800075
Peach Tree Garden,Peach Tree Garden,Gardens,GreenThumb garden,"236-238 East 2nd Street, Manhattan, NY",,,,,,,,,,1616,-73.982039,40.721568
Pleasant Village Community Garden,Pleasant Village Community Garden,Gardens,GreenThumb garden,"342-353 Pleasant Avenue, Manhattan, NY","https://www.pleasantvillagecommunitygarden.com/
Facebook: https://www.facebook.com/pleasantvillagecommunitygarden/
https://www.instagram.com/pleasantvillagegarden/?hl=en",,,,,,,,,1617,-73.931665,40.796634
The RING Garden (Riverside-Inwood Neighborhood Garden),The RING Garden (Riverside-Inwood Neighborhood Garden),Gardens,GreenThumb garden,"236 Dyckman Street, Manhattan, NY","https://ringgarden.wordpress.com/
Facebook: https://www.facebook.com/RINGGarden/",,,,,,,,,1618,-73.92781,40.866007
Rev. Linnette C. Williamson Memorial Park,Rev. Linnette C. Williamson Memorial Park,Gardens,"Built in 1965 as the first vest-pocket park in N.Y.C. and the United States, the park was renovated in 1994 by The Park Association. The park was named in honor of the late Rev. Linnette C. Williamson, pastor of the Christ Community Church of Harlem.","65 West 128th Street, Manhattan, NY",http://www.williamsonparks.org/,,,,,,,,,1619,-73.94294,40.809441
Robert L. Clinkscales Playground and Community Garden,Robert L. Clinkscales Playground and Community Garden,Gardens,GreenThumb garden,"234 West 146th Street, Manhattan, NY",,,,,,,,,,1620,-73.940076,40.823645
Rodale Pleasant Park Community Garden,Rodale Pleasant Park Community Garden,Gardens,NY Restoration Project garden,"437 East 114th St/448-450 East 115th St, Manhattan, NY",,,,,,,,,,1621,-73.934375,40.79436
Sage's Garden,Sage's Garden,Gardens,GreenThumb garden,"281 East 4th Street, Manhattan, NY",https://www.facebook.com/SagesGardenLoisaida/,,,,,,,,,1622,-73.980868,40.722811
Sam & Sadie Koenig Garden,Sam & Sadie Koenig Garden,Gardens,GreenThumb garden,"237 E. 7th Street, Manhattan, NY, 10009",,,,,,,,,,1623,-73.978341,40.72406
Secret Garden,Secret Garden,Gardens,GreenThumb garden,"293 East 4th Street, Manhattan, NY, 10009",,,,,,,,,,1624,-73.980389,40.722602
Siempre Verde Garden,Siempre Verde Garden,Gardens,GreenThumb garden,"181 Stanton Street, Manhattan, NY, 10002","https://svgarden.org/
Facebook: https://business.facebook.com/svgarden/?ref=page_internal&path=%2Fsvgarden%2F",,,,,,,,,1625,-73.984036,40.719901
St. Nicholas Miracle Garden,St. Nicholas Miracle Garden,Gardens,GreenThumb garden,"330 Saint Nicholas Avenue, Manhattan, NY","https://stnicholasmiraclegarden.org/
Facebook: https://www.facebook.com/StNicholasMiracleGarden/
Instagram: https://www.instagram.com/stnicksgarden/?hl=en",,,,,,,,,1626,-73.951481,40.811697
Sugar Hill Park,Sugar Hill Park,Gardens,GreenThumb garden,"333 Edgecombe Avenue, Manhattan, NY",,,,,,,,,,1627,-73.942343,40.826201
The Julia Gabriel People's Garden,The Julia Gabriel People's Garden,Gardens,GreenThumb garden,"1039 Amsterdam Avenue, Manhattan, NY",https://www.juliasgarden.org/,,,,,,,,,1628,-73.962392,40.803304
Toyota East Children's Learning Garden,Toyota East Children's Learning Garden,Gardens,NY Restoration Project garden,"603 East 11th Street, Manhattan, NY",,,,,,,,,,1629,-73.978946,40.727604
Unity Park,Unity Park,Gardens,"Built in 1996 by The Rev. Williamson Park Association. The name of the park was chosen in a community contest won by a Harlem resident, Patricia A. Brown-Walker. Unity Park was constructed on a previously neglected lot in response to a proposal from the New York City Department of Parks and Recreation’s GreenThumb program.","55 West 128th Street, Manhattan, NY",http://www.williamsonparks.org/unity-park,,,,,,,,,1630,-73.942641,40.80934
Vamos A Sembrar,Vamos A Sembrar,Gardens,GreenThumb garden,"198 Avenue B, Manhattan, NY, 10009",https://vamosasembrar.org/about/,,,,,,,,,1631,-73.979093,40.72828
Walter Miller III Memorial Garden (La Casa Frela),Walter Miller III Memorial Garden (La Casa Frela),Gardens,GreenThumb garden,"13 West 119th Street, Manhattan, NY",,,,,,,,,,1632,-73.945529,40.802988
West 104th Street Garden,West 104th Street Garden,Gardens,GreenThumb garden,"8 West 104th Street, Manhattan, NY",https://west104garden.org/,,,,,,,,,1633,-73.962111,40.796919
West 123rd Street Community Garden,West 123rd Street Community Garden,Gardens,GreenThumb garden,"116 W. 123rd Street, Manhattan, NY",,,,,,,,,,1634,-73.947606,40.806685
West 124th Street Community Garden,West 124th Street Community Garden,Gardens,GreenThumb garden,"75 West 124th Street, Manhattan, NY",,,,,,,,,,1635,-73.945169,40.806866
West 132nd Street Garden,West 132nd Street Garden,Gardens,GreenThumb garden,"108-114 W. 132nd Street, Manhattan, NY",,,,,,,,,,1636,-73.94313,40.812353
West 181st Beautification Project,West 181st Beautification Project,Gardens,GreenThumb garden,"814 West 181st Street, Manhattan, NY",https://www.facebook.com/west181stbeautificationproject/,,,,,,,,,1637,-73.93914,40.85093
87th Street Community Garden,87th Street Community Garden,Gardens,GreenThumb garden,"55-57 West 87th Street, Manhattan, NY",,,,,,,,,,1638,-73.97095,40.787087
William A. Harris Garden,William A. Harris Garden,Gardens,GreenThumb garden,"869 St Nicholas Ave, Manhattan, NY",,,,,,,,,,1639,-73.942133,40.829954
William B. Washington Memorial Garden,William B. Washington Memorial Garden,Gardens,GreenThumb garden,"325 West 126th Street, Manhattan, NY",https://www.facebook.com/thewilliebmemorialgarden/,,,,,,,,,1640,-73.951665,40.811463
Powell Street Block Association Garden,Powell Street Block Association Garden,Gardens,GreenThumb garden,"633 Powell St, Brooklyn, NY 11212",,,,,,,,,,1641,-73.900884,40.658509
100 Quincy Community Garden,100 Quincy Community Garden,Gardens,GreenThumb garden,"100 Quincy Street, Brooklyn, NY",https://www.instagram.com/100quincycommunity/,,,,,,,,,1642,-73.957244,40.685986
400 Montauk Avenue Garden,400 Montauk Avenue Garden,Gardens,GreenThumb garden,"956 New Lots Ave, Brooklyn, NY",,,,,,,,,,1643,-73.876838,40.668701
462 Halsey Community Farm,462 Halsey Community Farm,Gardens,"GreenThumb garden - 462 Halsey Community Farm was conceived by Bed-Stuy residents and opened in 2012 with the goal of a thriving agricultural and community center, providing residents with a chance to grow and share healthful food and foster connections with neighbors and land. The garden consists of a few private beds for old time residents and 750 square feet of communal growing space cultivated and cared for by members and volunteers. We also have compost bins for food scrap drop offs and process hundreds of pounds of food scraps each month.

During the growing season we offer an affordable CSA program that includes freshly harvested produce and local eggs sourced from Grow NYC. Over the years our space has been utilized by educators and organizers like NYC’s Green Guerillas youth internship program and the Free Black Woman’s Library, and our gates are open daily for the community to enjoy.","462-466 Halsey Street, Brooklyn, NY","https://www.instagram.com/462halsey/?hl=en
https://www.facebook.com/462Halsey/",,,,,,,,,1644,-73.935661,40.683225
61 Franklin Street Garden,61 Franklin Street Garden,Gardens,GreenThumb garden,"61 Franklin Street, Brooklyn, NY",https://61franklinstreetgarden.com/,,,,,,,,,1645,-73.957405,40.727548
64th Street Community Garden,64th Street Community Garden,Gardens,GreenThumb garden,"373 64th Street, Brooklyn, NY",https://www.facebook.com/64th-Street-Community-Garden-167546503305947/,,,,,,,,,1646,-74.022092,40.63944
700 Decatur Street Block Association Garden,700 Decatur Street Block Association Garden,Gardens,GreenThumb garden,"721 Decatur Street, Brooklyn, NY",,,,,,,,,,1647,-73.914375,40.683825
A Better Community Garden,A Better Community Garden,Gardens,GreenThumb garden,"3 Hunterfly Place, Brooklyn, NY",,,,,,,,,,1648,-73.928103,40.678036
Aberdeen Street Community Garden,Aberdeen Street Community Garden,Gardens,NY Restoration Project garden,"91 Aberdeen Street, Brooklyn, NY",https://www.instagram.com/aberdeengarden/?hl=en,,,,,,,,,1649,-73.90504,40.683422
Abib Newborn Learning Garden,Abib Newborn Learning Garden,Gardens,GreenThumb garden,"495 Osborn Street, Brooklyn, NY",,,,,,,,,,1650,-73.905945,40.659555
All People's Church of the Apostolic Faith Community Garden,All People's Church of the Apostolic Faith Community Garden,Gardens,GreenThumb garden,"149 Tompkins Avenue, Brooklyn, NY",,,,,,,,,,1651,-73.941619,40.694784
The Amazing Garden,The Amazing Garden,Gardens,GreenThumb garden,"261-265 Columbia Street, Brooklyn, NY",https://www.facebook.com/theamazinggarden/,,,,,,,,,1652,-74.003662,40.682909
Amboy Street Garden,Amboy Street Garden,Gardens,GreenThumb garden,"208 Amboy Street, Brooklyn, NY","https://www.facebook.com/gogreenfolks2019/
https://www.instagram.com/amboycommunitygarden/?hl=en",,,,,,,,,1653,-73.913829,40.665357
American Heart Garden,American Heart Garden,Gardens,GreenThumb garden,"122 Hart Street, Brooklyn, NY",,,,,,,,,,1654,-73.946628,40.693235
Artsy Bloom Community Garden,Artsy Bloom Community Garden,Gardens,GreenThumb garden,"716 Sutter Avenue, Brooklyn, NY",,,,,,,,,,1655,-73.892147,40.669746
Ashford Learning Garden,Ashford Learning Garden,Gardens,GreenThumb garden,"341 Ashford Street, Brooklyn, NY",,,,,,,,,,1656,-73.884965,40.674049
Ashford Street Abundant Garden,Ashford Street Abundant Garden,Gardens,GreenThumb garden,"330 Ashford Street, Brooklyn, NY",,,,,,,,,,1657,-73.885298,40.674402
BACDYS Garden (Bangladeshi American Development and Youth Services),BACDYS Garden (Bangladeshi American Development and Youth Services),Gardens,GreenThumb garden,"215 Forbell Street, Brooklyn, NY",https://www.bacdys.org/about,,,,,,,,,1658,-73.863918,40.677806
Backyard Garden,Backyard Garden,Gardens,GreenThumb garden,"61-73 Hamilton Avenue, Brooklyn, NY",,,,,,,,,,1659,-74.005621,40.68328
Bed-Stuy Farm,Bed-Stuy Farm,Gardens,"In 2005, Brooklyn Rescue Mission Urban Harvest Center created partnerships with the New York City environmental and food justice organizations to break ground on an abandoned lot behind the Mission in order to grow fruits and vegetables for pantry recipients. The site, once a neighborhood garbage dump, was transformed into an urban oasis that has served several hundred people since its creation. The farm has become a community gathering space and a classroom to teach neighborhood youth about food growing and community service.","404 Decatur Street, Brooklyn, NY",http://brmuhc.org/about-us/,,,,,,,,,1660,-73.926879,40.682011
Bedford-Stuyvesant Community Garden,Bedford-Stuyvesant Community Garden,Gardens,NY Restoration Project garden,"95 Malcolm X Boulevard, Brooklyn, NY",,,,,,,,,,1661,-73.930219,40.690467
Berry Street Garden,Berry Street Garden,Gardens,GreenThumb garden,"303 Berry Street, Brooklyn, NY",https://www.facebook.com/BerryStreetGarden/,,,,,,,,,1662,-73.963596,40.71329
Big Red Community Garden (William Byum),Big Red Community Garden (William Byum),Gardens,GreenThumb garden,"436 Van Siclen Avenue, Brooklyn, NY",,,,,,,,,,1663,-73.889584,40.668731
Bridge Plaza Community Garden,Bridge Plaza Community Garden,Gardens,NY Restoration Project garden,"153 Concord Street, Brooklyn, NY",,,,,,,,,,1664,-73.984794,40.697703
Brooklyn Bear's Garden (Carlton Avenue),Brooklyn Bear's Garden (Carlton Avenue),Gardens,GreenThumb garden,"397-401 Carlton Avenue, Brooklyn, NY",https://brooklynbears.wordpress.com/carlton-avenue/,,,,,,,,,1665,-73.971111,40.685716
Brooklyn Bear's Garden (Pacific Street),Brooklyn Bear's Garden (Pacific Street),Gardens,BANG Land Trust Garden,"590 Pacific Street, Brooklyn, NY",https://brooklynbears.wordpress.com/rockwell/,,,,,,,,,1666,-73.977502,40.683096
Brooklyn Bear's Garden (Rockwell Place),Brooklyn Bear's Garden (Rockwell Place),Gardens,GreenThumb garden,"65-73 Flatbush Avenue, Brooklyn, NY",https://brooklynbears.wordpress.com/pacific-street/,,,,,,,,,1667,-73.979344,40.687142
Brooklyn's Finest Garden,Brooklyn's Finest Garden,Gardens,GreenThumb garden,"48 Lefferts Place, Brooklyn, NY",,,,,,,,,,1668,-73.961892,40.681206
Brownsville Community Farm / James McKeather Garden,Brownsville Community Farm / James McKeather Garden,Gardens,GreenThumb garden,"239 Herzl Street, Brooklyn, NY",,,,,,,,,,1669,-73.913917,40.664157
Brownsville Green Community Garden,Brownsville Green Community Garden,Gardens,GreenThumb garden,"1418 Eastern Parkway, Brooklyn, NY",,,,,,,,,,1670,-73.921249,40.668698
CAUSA Festival Garden,CAUSA Festival Garden,Gardens,GreenThumb garden,"790 Blake Avenue, Brooklyn, NY",,,,,,,,,,1671,-73.88951,40.668449
Canarsie Neighborhood Garden,Canarsie Neighborhood Garden,Gardens,GreenThumb garden,"9299 Schenck Street, Brooklyn, NY",,,,,,,,,,1672,-73.888909,40.62991
Cedar Tree Garden,Cedar Tree Garden,Gardens,GreenThumb garden,"305 Greene Avenue, Brooklyn, NY",,,,,,,,,,1673,-73.959173,40.687729
Chestnut Street Garden,Chestnut Street Garden,Gardens,GreenThumb garden,"9 Chestnut Street, Brooklyn, NY",,,,,,,,,,1674,-73.876224,40.68773
Citizens for a Better Community Garden,Citizens for a Better Community Garden,Gardens,GreenThumb garden,"742 Monroe Street, Brooklyn, NY",,,,,,,,,,1675,-73.926717,40.687969
Clara's Garden,Clara's Garden,Gardens,GreenThumb garden,"579 Glenmore Avenue, Brooklyn, NY",,,,,,,,,,1676,-73.889088,40.674422
Cleveland Street Vegetable Garden,Cleveland Street Vegetable Garden,Gardens,GreenThumb garden,"433 Cleveland Street, Brooklyn, NY",,,,,,,,,,1677,-73.884121,40.674161
Concerned Residents of Barbey Street,Concerned Residents of Barbey Street,Gardens,GreenThumb garden,"351 Barbey Street, Brooklyn, NY",https://www.instagram.com/concernedresidentsofbarbey/,,,,,,,,,1678,-73.887802,40.674238
Cooper Street Block Buster Block Association Garden,Cooper Street Block Buster Block Association Garden,Gardens,GreenThumb garden,"41 Cooper Street, Brooklyn, NY, Brooklyn, NY",,,,,,,,,,1679,-73.910676,40.684688
Cooper Street Community Garden,Cooper Street Community Garden,Gardens,NY Restoration Project garden,"34 Cooper Street, Brooklyn, NY",https://www.instagram.com/cooperstreetgarden/?hl=en,,,,,,,,,1680,-73.910515,40.684221
Crystal Wells Block Association Community Garden,Crystal Wells Block Association Community Garden,Gardens,GreenThumb garden,"35 Crystal Street, Brooklyn, NY",,,,,,,,,,1681,-73.874928,40.678281
Decatur Street Community Garden,Decatur Street Community Garden,Gardens,NY Restoration Project garden,"1052 Decatur Street, Brooklyn, NY",,,,,,,,,,1682,-73.910117,40.685798
Dolly's Park,Dolly's Park,Gardens,GreenThumb garden,"503 President Street, Brooklyn, NY","https://www.instagram.com/dollyspark503/?hl=en
Facebook: https://www.facebook.com/Dollyspark503/",,,,,,,,,1683,-73.986378,40.678126
EL Garden,EL Garden,Gardens,GreenThumb garden,"120 Jefferson Street, Brooklyn, NY",https://www.facebook.com/elgardenbushwickpage,,,,,,,,,1684,-73.930601,40.699826
East 43rd Street Community Garden,East 43rd Street Community Garden,Gardens,GreenThumb garden,"1087 East 43rd Street, Brooklyn, NY",https://www.e43scommunitygarden.org/about.html,,,,,,,,,1685,-73.934478,40.628507
East Fourth Street Communty Garden,East Fourth Street Communty Garden,Gardens,GreenThumb garden,"171 E 4th Street, Brooklyn, NY","https://eastfourthstreetgarden.tumblr.com/
Facebook: https://www.facebook.com/groups/246036418909475/

",,,,,,,,,1686,-73.977199,40.648268
East End Community Garden,East End Community Garden,Gardens,GreenThumb garden,"260 Van Siclen Avenue, Brooklyn, NY",,,,,,,,,,1687,-73.890837,40.673611
Eden’s Community Garden,Eden’s Community Garden,Gardens,GreenThumb garden,"1123 St. Marks Ave, Brooklyn, NY",https://www.instagram.com/edenscommunitygarden/,,,,,,,,,1688,-73.932595,40.674453
El Puente: Espiritu Tierra Community Garden,El Puente: Espiritu Tierra Community Garden,Gardens,GreenThumb garden,"203-207 South 2nd Street, Brooklyn, NY",,,,,,,,,,1689,-73.959448,40.712489
Elton Street Block Association Garden,Elton Street Block Association Garden,Gardens,GreenThumb garden,"585 Elton Street, Brooklyn, NY",,,,,,,,,,1690,-73.88183,40.668672
Escape to Nature (Glenmore Hendrix Block Association),Escape to Nature (Glenmore Hendrix Block Association),Gardens,GreenThumb garden,"555 Glenmore Avenue, Brooklyn, NY",,,,,,,,,,1691,-73.889892,40.674247
Essex Street Community Garden,Essex Street Community Garden,Gardens,NY Restoration Project garden,"3030 Fulton Street, Brooklyn, NY",,,,,,,,,,1692,-73.883013,40.680325
Euclid 500 Community Garden,Euclid 500 Community Garden,Gardens,GreenThumb garden,"532 Euclid Avenue, Brooklyn, NY",,,,,,,,,,1693,-73.871689,40.673936
F.A.R.R. Community Garden,F.A.R.R. Community Garden,Gardens,GreenThumb garden,"808 Herkimer Street, Brooklyn, NY",,,,,,,,,,1694,-73.926718,40.678231
Family Community Garden Brooklyn,Family Community Garden Brooklyn,Gardens,GreenThumb garden,"793 Cleveland Street, Brooklyn, NY",,,,,,,,,,1695,-73.88121,40.665125
Fantasy Garden,Fantasy Garden,Gardens,GreenThumb garden,"181 Legion Street, Brooklyn, NY",,,,,,,,,,1696,-73.916901,40.664234
Farmers Garden,Farmers Garden,Gardens,GreenThumb garden,"1901 Bergen Street, Brooklyn, NY",,,,,,,,,,1697,-73.918182,40.674612
Feeding Tree Garden,Feeding Tree Garden,Gardens,GreenThumb garden,"340 Tompkins Avenue, Brooklyn, NY",https://www.facebook.com/The-Feeding-Tree-837304256392424/,,,,,,,,,1698,-73.944736,40.685931
First Quincy Street Block Association & Community Garden,First Quincy Street Block Association & Community Garden,Gardens,"GreenThumb garden - We are a community-led GreenThumb garden that provides a space for Bedford-Stuyvesant residents to grow fruit, vegetables, ornamental plants, and have access to healthy, affordable food. Throughout challenges and a changing community, our garden has persevered for nearly 40 years.","397-401 Quincy Street, Brooklyn, NY","https://www.firstquincygarden.nyc/history
https://www.facebook.com/First-Quincy-Street-Block-Association-Community-Garden-161439827390726/",,,,,,,,,1699,-73.944294,40.687854
First Temple of David Garden,First Temple of David Garden,Gardens,GreenThumb garden,"746 Dumont Avenue, Brooklyn, NY",,,,,,,,,,1700,-73.890925,40.666725
Floral Vineyard,Floral Vineyard,Gardens,GreenThumb garden,"2379 Pitkin Avenue, Brooklyn, NY",,,,,,,,,,1701,-73.884402,40.673753
Fred McLeod Community Garden,Fred McLeod Community Garden,Gardens,GreenThumb garden,"1833 Strauss Street, Brooklyn, NY",,,,,,,,,,1702,-73.916416,40.669488
Friends of Flowers Community Garden,Friends of Flowers Community Garden,Gardens,GreenThumb garden,"1905 Bergen Street, Brooklyn, NY",,,,,,,,,,1703,-73.9181,40.674593
Garden of Hope,Garden of Hope,Gardens,NY Restoration Project garden,"392 Hancock Street, Brooklyn, NY",,,,,,,,,,1704,-73.940104,40.683404
Garden of Life,Garden of Life,Gardens,GreenThumb garden,"762 Herkimer Place, Brooklyn, NY",,,,,,,,,,1705,-73.92829,40.678237
Garden of Plenty,Garden of Plenty,Gardens,GreenThumb garden,"19 Hunterfly Place, Brooklyn, NY",,,,,,,,,,1706,-73.928045,40.677614
Garden of Union,Garden of Union,Gardens,GreenThumb garden,"634 Union Street, Brooklyn, NY",,,,,,,,,,1707,-73.982685,40.676981
Gates Harvest Garden,Gates Harvest Garden,Gardens,GreenThumb garden,"953 Gates Avenue, Brooklyn, NY",,,,,,,,,,1708,-73.927647,40.689057
Georgia Avenue Community Garden,Georgia Avenue Community Garden,Gardens,GreenThumb garden,"328 New Lots Avenue, Brooklyn, NY",,,,,,,,,,1709,-73.894443,40.660996
Gil Hodges Community Garden,Gil Hodges Community Garden,Gardens,NY Restoration Project garden,"534 Carroll Street, Brooklyn, NY",https://www.facebook.com/GilHodgesCommunityGarden/,,,,,,,,,1710,-73.984771,40.676275
Go Vertical,Go Vertical,Gardens,GreenThumb garden,"479 MILFORD STREET, Brooklyn, NY",,,,,,,,,,1711,-73.874331,40.667515
