Listing Name,Display Name,Sector,Brief Description,Address,Website,Phone,Social Media 1,Social Media 1 Type,Social Media 2,Social Media 2 Type,Social Media 3,Social Media 3 Type,Status,ID,lon,lat
551 Dekalb Avenue HDFC,551 Dekalb Avenue HDFC,Housing,551 Dekalb Avenue HDFC,551 Dekalb Avenue,,,,,,,,,,2182,-73.954687,40.691016
61 West 87 Street HDFC,61 West 87 Street HDFC,Housing,61 West 87 Street HDFC,61 West 87th Street,,,,,,,,,,2183,-73.971227,40.787005
511 Van Siclen Ave HDFC,511 Van Siclen Ave HDFC,Housing,511 Van Siclen Ave HDFC,511 Van Siclen Ave,,,,,,,,,,2184,-73.888809,40.666899
Fifth and Bergen HDFC,Fifth and Bergen HDFC,Housing,Fifth and Bergen HDFC,429 Bergen Street,,,,,,,,,,2185,-73.976735,40.681401
67 West 87 Street HDFC,67 West 87 Street HDFC,Housing,67 West 87 Street HDFC,67 West 87 Street,,,,,,,,,,2186,-73.971479,40.787114
535 East 6 Street HDFC,535 East 6 Street HDFC,Housing,535 East 6 Street HDFC,535 East 6 St,,,,,,,,,,2187,-73.982261,40.724779
268 East 4 St HDFC,268 East 4 St HDFC,Housing,268 East 4 St HDFC,268 East 4 St,,,,,,,,,,2188,-73.981431,40.722786
133 West 89 St HDFC,133 West 89 St HDFC,Housing,133 West 89 St HDFC,133 West 89 Street,,,,,,,,,,2189,-73.972429,40.789155
345 Third Street HDFC,345 Third Street HDFC,Housing,345 Third Street HDFC,345 3rd St,,,,,,,,,,2190,-73.983945,40.673132
838 Park Place HDFC,838 Park Place HDFC,Housing,838 Park Place HDFC,838 Park Place,,,,,,,,,,2191,-73.949805,40.673363
103 East 97 St HDFC,103 East 97 St HDFC,Housing,103 East 97 St HDFC,103 E 97 St.,,,,,,,,,,2192,-73.951448,40.786998
354 South 4 Street HDFC,354 South 4 Street HDFC,Housing,354 South 4 Street HDFC,354 S 4 St,,,,,,,,,,2193,-73.953861,40.708552
2380 Arthur Ave HDFC,2380 Arthur Ave HDFC,Housing,2380 Arthur Ave HDFC,2380 Arthur Ave,,,,,,,,,,2194,-73.887963,40.855044
The Bedford Gates Ave HDFC,The Bedford Gates Ave HDFC,Housing,The Bedford Gates Ave HDFC,308 Gates Ave,,,,,,,,,,2195,-73.954626,40.685725
1120 Grant Ave HDFC,1120 Grant Ave HDFC,Housing,1120 Grant Ave HDFC,1120 Grant Avenue,,,,,,,,,,2196,-73.916179,40.83149
125 East 101 St HDFC,125 East 101 St HDFC,Housing,125 East 101 St HDFC,125 East 101 Street,,,,,,,,,,2197,-73.949205,40.789342
42-46 West 138 St HDFC,42-46 West 138 St HDFC,Housing,42-46 West 138 St HDFC,42 West 138 St,,,,,,,,,,2198,-73.938105,40.815425
1155 Hoe Ave HDFC,1155 Hoe Ave HDFC,Housing,1155 Hoe Ave HDFC,1155 Hoe Ave,,,,,,,,,,2199,-73.890916,40.827689
55 West 119 St HDFC,55 West 119 St HDFC,Housing,55 West 119 St HDFC,55 West 119 Street,,,,,,,,,,2200,-73.946706,40.803319
518 West 135 St HDFC,518 West 135 St HDFC,Housing,518 West 135 St HDFC,518 West 135 Street,,,,,,,,,,2201,-73.953952,40.819592
155 Hope Street Partnership,155 Hope Street Partnership,Housing,155 Hope Street Partnership,155 Hope St,,,,,,,,,,2202,-73.951992,40.711813
327 Lenox Avenue HDFC,327 Lenox Avenue HDFC,Housing,327 Lenox Avenue HDFC,327 Lenox Ave,,,,,,,,,,2203,-73.944921,40.808751
3115 Broadway HDFC,3115 Broadway HDFC,Housing,3115 Broadway HDFC,3115 Broadway,,,,,,,,,,2204,-73.960397,40.813059
1290 Lafayette Ave HDFC,1290 Lafayette Ave HDFC,Housing,1290 Lafayette Ave HDFC,1290 Lafayette Ave,,,,,,,,,,2205,-73.887501,40.816677
517 West 184 Street HDFC,517 West 184 Street HDFC,Housing,517 West 184 Street HDFC,517 West 184 St,,,,,,,,,,2206,-73.930584,40.850346
307 West 111 St HDFC,307 West 111 St HDFC,Housing,307 West 111 St HDFC,307 W 111 St,,,,,,,,,,2207,-73.958377,40.801544
242 West 112 St HDFC,242 West 112 St HDFC,Housing,242 West 112 St HDFC,242 West 112 Street,,,,,,,,,,2208,-73.956116,40.801344
810 East 178 St HDFC,810 East 178 St HDFC,Housing,810 East 178 St HDFC,810 East 178 St,,,,,,,,,,2209,-73.886845,40.844423
1175-77-85 Anderson Ave HDFC,1175-77-85 Anderson Ave HDFC,Housing,1175-77-85 Anderson Ave HDFC,1185 Anderson Ave,,,,,,,,,,2210,-73.923917,40.836559
373 Grand Avenue HDFC,373 Grand Avenue HDFC,Housing,373 Grand Avenue HDFC,373 Grand Avenue,,,,,,,,,,2211,-73.962019,40.684574
213-15 Mott Street HDFC,213-15 Mott Street HDFC,Housing,213-15 Mott Street HDFC,215 Mott St,,,,,,,,,,2212,-73.995321,40.722048
283-89 Parkside Avenue HDFC,283-89 Parkside Avenue HDFC,Housing,283-89 Parkside Avenue HDFC,283 Parkside Ave,,,,,,,,,,2213,-73.958428,40.655773
430 Lenox Ave HDFC,430 Lenox Ave HDFC,Housing,430 Lenox Ave HDFC,430 Lenox Ave,,,,,,,,,,2214,-73.942388,40.811798
638 Sterling Place HDFC,638 Sterling Place HDFC,Housing,638 Sterling Place HDFC,638 Sterling Place,,,,,,,,,,2215,-73.957532,40.67336
517-19 West 144 St HDFC,517-19 West 144 St HDFC,Housing,517-19 West 144 St HDFC,517-19 West 144 St,,,,,,,,,,2216,-73.948908,40.824931
602-04 West 140 St  HDFC,602-04 West 140 St  HDFC,Housing,602-04 West 140 St  HDFC,604 West 140 St,,,,,,,,,,2217,-73.953334,40.82348
310-12 West 122 St HDFC,310-12 West 122 St HDFC,Housing,310-12 West 122 St HDFC,310 W 122 St,,,,,,,,,,2218,-73.953598,40.80864
445 16th Street HDFC,445 16th Street HDFC,Housing,445 16th Street HDFC,445 16th St,,,,,,,,,,2219,-73.98105,40.660743
57 Hudson Ave HDFC,57 Hudson Ave HDFC,Housing,57 Hudson Ave HDFC,57 Hudson Ave,,,,,,,,,,2220,-73.98107,40.703235
803-5 East 182 Street HDFC,803-5 East 182 Street HDFC,Housing,803-5 East 182 Street HDFC,803 East 182 St,,,,,,,,,,2221,-73.883522,40.848538
Limited Equity HDFC,Limited Equity HDFC,Housing,Limited Equity HDFC,320 East 4 St,,,,,,,,,,2222,-73.97941,40.721932
2323 Loring Place North HDFC,2323 Loring Place North HDFC,Housing,2323 Loring Place North HDFC,2323 Loring Pl,,,,,,,,,,2223,-73.907962,40.862289
551 East 12 St HDFC,551 East 12 St HDFC,Housing,551 East 12 St HDFC,551 E 12 St,,,,,,,,,,2224,-73.979151,40.728192
Machito Square HDFC,Machito Square HDFC,Housing,Machito Square HDFC,186 E 111 Street,,,,,,,,,,2225,-73.942821,40.794931
544 West 156 St HDFC,544 West 156 St HDFC,Housing,544 West 156 St HDFC,544 West 156 St,,,,,,,,,,2226,-73.943901,40.832802
323 West 43 Street HDFC,323 West 43 Street HDFC,Housing,323 West 43 Street HDFC,323 West 43 Street,,,,,,,,,,2227,-73.990417,40.75841
631 Academy St HDFC,631 Academy St HDFC,Housing,631 Academy St HDFC,631 Academy Street,,,,,,,,,,2228,-73.924473,40.86556
499 West 158 St HDFC,499 West 158 St HDFC,Housing,499 West 158 St HDFC,499 West 158 Street,,,,,,,,,,2229,-73.941228,40.833367
269 West 153 St HDFC,269 West 153 St HDFC,Housing,269 West 153 St HDFC,269 West 153 St,,,,,,,,,,2230,-73.937671,40.827664
962 East 172 St HDFC,962 East 172 St HDFC,Housing,962 East 172 St HDFC,962 East 172 St,,,,,,,,,,2231,-73.887734,40.833342
1840 Seventh Ave HDFC,1840 Seventh Ave HDFC,Housing,1840 Seventh Ave HDFC,1840 7th Ave,,,,,,,,,,2232,-73.954789,40.800367
219 Thomas S. Boyland St HDFC,219 Thomas S. Boyland St HDFC,Housing,219 Thomas S. Boyland St HDFC,219 Hopkinson Ave,,,,,,,,,,2233,-73.913585,40.677012
1000 Decatur St HDFC,1000 Decatur St HDFC,Housing,1000 Decatur St HDFC,1000 Decatur Street,,,,,,,,,,2234,-73.911362,40.684848
842 Park Place HDFC,842 Park Place HDFC,Housing,842 Park Place HDFC,842 Park Place,,,,,,,,,,2235,-73.949638,40.673354
1033 Cauldwell Ave HDFC,1033 Cauldwell Ave HDFC,Housing,1033 Cauldwell Ave HDFC,1033 Cauldwell Ave,,,,,,,,,,2236,-73.905798,40.825943
565 West 125th Street HDFC,565 West 125th Street HDFC,Housing,565 West 125th Street HDFC,565 West 125 St,,,,,,,,,,2237,-73.957917,40.815303
518 West 134 St HDFC,518 West 134 St HDFC,Housing,518 West 134 St HDFC,518 West 134 St,,,,,,,,,,2238,-73.954218,40.818829
112 Bedford Avenue HDFC,112 Bedford Avenue HDFC,Housing,112 Bedford Avenue HDFC,112 Bedford Ave,,,,,,,,,,2239,-73.955531,40.719902
348-50 West 48 Street HDFC,348-50 West 48 Street HDFC,Housing,348-50 West 48 Street HDFC,348 West 48 St,,,,,,,,,,2240,-73.989069,40.76187
207 Troy Ave HDFC,207 Troy Ave HDFC,Housing,207 Troy Ave HDFC,207 Troy Ave,,,,,,,,,,2241,-73.936334,40.672324
582 Morgan Avenue HDFC,582 Morgan Avenue HDFC,Housing,582 Morgan Avenue HDFC,582 Morgan Avenue,,,,,,,,,,2242,-73.939534,40.724533
834 Riverside Drive HDFC,834 Riverside Drive HDFC,Housing,834 Riverside Drive HDFC,834 Riverside Drive,,,,,,,,,,2243,-73.945741,40.835926
465 W 166 St HDFC,465 W 166 St HDFC,Housing,465 W 166 St HDFC,465 West 166 St,,,,,,,,,,2244,-73.937293,40.838258
163 Lefferts Place HDFC,163 Lefferts Place HDFC,Housing,163 Lefferts Place HDFC,163 Lefferts Place,,,,,,,,,,2245,-73.957134,40.680572
212-14 West 108 St HDFC,212-14 West 108 St HDFC,Housing,212-14 West 108 St HDFC,214 W 108 St,,,,,,,,,,2246,-73.965707,40.802106
1383 Plimpton Ave HDFC,1383 Plimpton Ave HDFC,Housing,1383 Plimpton Ave HDFC,1383 Plimpton Ave,,,,,,,,,,2247,-73.923234,40.842222
206 West 121 Street HDFC,206 West 121 Street HDFC,Housing,206 West 121 Street HDFC,206 West 121 Street,,,,,,,,,,2248,-73.950799,40.806633
Harambee Mutual HDFC,Harambee Mutual HDFC,Housing,Harambee Mutual HDFC,991 Amsterdam Ave,,,,,,,,,,2249,-73.964416,40.802164
201 West 104 Street HDFC,201 West 104 Street HDFC,Housing,201 West 104 Street HDFC,201 West 104 St,,,,,,,,,,2250,-73.966939,40.799272
1944 Loring Place HDFC,1944 Loring Place HDFC,Housing,1944 Loring Place HDFC,1944 Loring Place,,,,,,,,,,2251,-73.914157,40.855332
16-18 West 119 Street HDFC,16-18 West 119 Street HDFC,Housing,16-18 West 119 Street HDFC,16-18 West 119 Street,,,,,,,,,,2252,-73.945934,40.802936
61 West 105 Street HDFC,61 West 105 Street HDFC,Housing,61 West 105 Street HDFC,61 West 105 St,,,,,,,,,,2253,-73.962654,40.798301
2416 Newkirk Ave HDFC,2416 Newkirk Ave HDFC,Housing,2416 Newkirk Ave HDFC,2416 Newkirk Ave,,,,,,,,,,2254,-73.953583,40.639635
Machito Blvd. HDFC,Machito Blvd. HDFC,Housing,Machito Blvd. HDFC,173 East 111 Street,,,,,,,,,,2255,-73.943053,40.795084
467 West 166 St HDFC,467 West 166 St HDFC,Housing,467 West 166 St HDFC,467 West 166 Street,,,,,,,,,,2256,-73.93737,40.838294
980 Simpson St HDFC,980 Simpson St HDFC,Housing,980 Simpson St HDFC,980 Simpson St,,,,,,,,,,2257,-73.892858,40.822205
237 East 121 St HDFC,237 East 121 St HDFC,Housing,237 East 121 St HDFC,237 East 121 St,,,,,,,,,,2258,-73.93619,40.80054
874 Manida St HDFC,874 Manida St HDFC,Housing,874 Manida St HDFC,874 Manida St,,,,,,,,,,2259,-73.890151,40.818459
108 West 114 St HDFC,108 West 114 St HDFC,Housing,108 West 114 St HDFC,108 West 114 Street,,,,,,,,,,2260,-73.951408,40.801022
1372 Shakespeare Ave HDFC,1372 Shakespeare Ave HDFC,Housing,1372 Shakespeare Ave HDFC,1372 Shakespeare  Ave,,,,,,,,,,2261,-73.921763,40.841265
525 West 134 St HDFC,525 West 134 St HDFC,Housing,525 West 134 St HDFC,525 West 134 Street,,,,,,,,,,2262,-73.954574,40.819042
272-4 South 5 Street HDFC,272-4 South 5 Street HDFC,Housing,272-4 South 5 Street HDFC,272 S. 5 Street,,,,,,,,,,2263,-73.958417,40.709364
1185 Fulton Ave HDFC,1185 Fulton Ave HDFC,Housing,1185 Fulton Ave HDFC,1185 Fulton Ave,,,,,,,,,,2264,-73.90504,40.829878
482 West 150 St HDFC,482 West 150 St HDFC,Housing,482 West 150 St HDFC,482 W 150 St,,,,,,,,,,2265,-73.945086,40.828282
3810 Broadway HDFC,3810 Broadway HDFC,Housing,3810 Broadway HDFC,3810 Broadway,,,,,,,,,,2266,-73.944014,40.835037
1005 Putnam Ave HDFC,1005 Putnam Ave HDFC,Housing,1005 Putnam Ave HDFC,1005 Putnam Avenue,,,,,,,,,,2267,-73.920637,40.687432
248 East 3 St HDFC,248 East 3 St HDFC,Housing,248 East 3 St HDFC,248 East 3 St,,,,,,,,,,2268,-73.981243,40.721922
272 St James Place HDFC,272 St James Place HDFC,Housing,272 St James Place HDFC,272 St James Place,,,,,,,,,,2269,-73.963697,40.682133
202-04 West 118 Street HDFC,202-04 West 118 Street HDFC,Housing,202-04 West 118 Street HDFC,200 West 118 St,,,,,,,,,,2270,-73.951874,40.804636
154-6 South 3 Street HDFC,154-6 South 3 Street HDFC,Housing,154-6 South 3 Street HDFC,154-56 South 3 St,,,,,,,,,,2271,-73.965861,40.713563
192 Skillman Street HDFC,192 Skillman Street HDFC,Housing,192 Skillman Street HDFC,192 Skillman Street,,,,,,,,,,2272,-73.956719,40.692516
65 Morningside Ave HDFC,65 Morningside Ave HDFC,Housing,65 Morningside Ave HDFC,65 Morningside Ave,,,,,,,,,,2273,-73.955978,40.808629
St. Romero HDFC,St. Romero HDFC,Housing,St. Romero HDFC,635 E 11 St,,,,,,,,,,2274,-73.977822,40.726806
534 Ninth Ave HDFC,534 Ninth Ave HDFC,Housing,534 Ninth Ave HDFC,534 Ninth Ave,,,,,,,,,,2275,-73.993716,40.7569
317-19 East 3 St HDFC,317-19 East 3 St HDFC,Housing,317-19 East 3 St HDFC,317 East 3 St,,,,,,,,,,2276,-73.978899,40.720981
504 West 135 St HDFC,504 West 135 St HDFC,Housing,504 West 135 St HDFC,504 West 135 St,,,,,,,,,,2277,-73.952973,40.819173
70 West 105 St HDFC,70 West 105 St HDFC,Housing,70 West 105 St HDFC,70 West 105 St,,,,,,,,,,2278,-73.962743,40.798277
537 West 133 St HDFC,537 West 133 St HDFC,Housing,537 West 133 St HDFC,537 West 133 Street,,,,,,,,,,2279,-73.954655,40.818229
101-09 West 115 St HDFC,101-09 West 115 St HDFC,Housing,101-09 West 115 St HDFC,101 West 115 Street,,,,,,,,,,2280,-73.95055,40.801528
254 East 184 Street HDFC,254 East 184 Street HDFC,Housing,254 East 184 Street HDFC,254 E. 184 St,,,,,,,,,,2281,-73.898013,40.858983
72 West 88 Street HDFC,72 West 88 Street HDFC,Housing,72 West 88 Street HDFC,72 West 88 Street,,,,,,,,,,2282,-73.971032,40.787675
11-15 West 108 St HDFC,11-15 West 108 St HDFC,Housing,11-15 West 108 St HDFC,15 West 108 St,,,,,,,,,,2283,-73.95999,40.79976
690 Union Ave HDFC,690 Union Ave HDFC,Housing,690 Union Ave HDFC,690 Union Avenue,,,,,,,,,,2284,-73.904051,40.816254
795 Putnam Ave HDFC,795 Putnam Ave HDFC,Housing,795 Putnam Ave HDFC,795 Putnam Ave,,,,,,,,,,2285,-73.929568,40.686408
59 West 87 St  HDFC,59 West 87 St  HDFC,Housing,59 West 87 St  HDFC,59 West 87 St,,,,,,,,,,2286,-73.971112,40.786964
51 West 106 St HDFC,51 West 106 St HDFC,Housing,51 West 106 St HDFC,51 West 106 Street,,,,,,,,,,2287,-73.96164,40.798754
272 Gates Ave HDFC,272 Gates Ave HDFC,Housing,272 Gates Ave HDFC,272 Gates Avenue,,,,,,,,,,2288,-73.956056,40.685562
789 MacDonough Street HDFC,789 MacDonough Street HDFC,Housing,789 MacDonough Street HDFC,789 MacDonough St,,,,,,,,,,2289,-73.914353,40.684416
902 Eagle Ave HDFC,902 Eagle Ave HDFC,Housing,902 Eagle Ave HDFC,902 Eagle Avenue,,,,,,,,,,2290,-73.908223,40.822584
La Fortaleza HDFC,La Fortaleza HDFC,Housing,La Fortaleza HDFC,653 East 5 St,,,,,,,,,,2291,-73.979958,40.723015
507-15 West 172 St HDFC,507-15 West 172 St HDFC,Housing,507-15 West 172 St HDFC,515 West 172 St,,,,,,,,,,2292,-73.936065,40.842723
560 West 160 Street HDFC,560 West 160 Street HDFC,Housing,560 West 160 Street HDFC,560 West 160 St,,,,,,,,,,2293,-73.942833,40.835615
Change HDFC,Change HDFC,Housing,Change HDFC,54-56 E 129 St,,,,,,,,,,2294,-73.938113,40.807966
246 Cornelia Street HDFC,246 Cornelia Street HDFC,Housing,246 Cornelia Street HDFC,246 Cornelia St,,,,,,,,,,2295,-73.912339,40.6934
906 Eagle Ave HDFC,906 Eagle Ave HDFC,Housing,906 Eagle Ave HDFC,906 Eagle Ave,,,,,,,,,,2296,-73.90817,40.822714
100 West 142 Street HDFC,100 West 142 Street HDFC,Housing,100 West 142 Street HDFC,100 West 142 St,,,,,,,,,,2297,-73.938101,40.818668
1511 Lexington Ave HDFC,1511 Lexington Ave HDFC,Housing,1511 Lexington Ave HDFC,1511 Lexington Ave,,,,,,,,,,2298,-73.950144,40.786889
320-22 West 53 Street HDFC,320-22 West 53 Street HDFC,Housing,320-22 West 53 Street HDFC,320 West 53rd Street,,,,,,,,,,2299,-73.985699,40.764555
510 West 151 Street HDFC,510 West 151 Street HDFC,Housing,510 West 151 Street HDFC,510 West 151 St,,,,,,,,,,2300,-73.945842,40.829417
811 St Nicholas HDFC,811 St Nicholas HDFC,Housing,811 St Nicholas HDFC,811 St Nicholas Ave,,,,,,,,,,2301,-73.942781,40.827852
The Jeffersonville HDFC,The Jeffersonville HDFC,Housing,The Jeffersonville HDFC,2170 Second Ave,,,,,,,,,,2302,-73.939814,40.794188
698 Classon Ave HDFC,698 Classon Ave HDFC,Housing,698 Classon Ave HDFC,698 Classon Avenue,,,,,,,,,,2303,-73.959632,40.676163
431 Sterling Place HDFC,431 Sterling Place HDFC,Housing,431 Sterling Place HDFC,431 Sterling Place,,,,,,,,,,2304,-73.963682,40.674705
537 West 144 St HDFC,537 West 144 St HDFC,Housing,537 West 144 St HDFC,537 West 144 Street,,,,,,,,,,2305,-73.949405,40.82514
229 Lee Avenue HDFC,229 Lee Avenue HDFC,Housing,229 Lee Avenue HDFC,544 Park Avenue,,,,,,,,,,2306,-73.953178,40.697131
163 Lenox Ave HDFC,163 Lenox Ave HDFC,Housing,163 Lenox Ave HDFC,163 Lenox Ave,,,,,,,,,,2307,-73.948691,40.803612
231 Maujer Street HDFC,231 Maujer Street HDFC,Housing,231 Maujer Street HDFC,231 Maujer St,,,,,,,,,,2308,-73.940972,40.711171
413 West 48 Street HDFC,413 West 48 Street HDFC,Housing,413 West 48 Street HDFC,413 West 48 St,,,,,,,,,,2309,-73.990656,40.762602
SITE FIVE HDFC,SITE FIVE HDFC,Housing,SITE FIVE HDFC,827 Tenth Ave,,,,,,,,,,2310,-73.989676,40.767639
105-07 East 116 St HDFC,105-07 East 116 St HDFC,Housing,105-07 East 116 St HDFC,105-07 East 116 St,,,,,,,,,,2311,-73.942606,40.799063
308 East 120 St HDFC,308 East 120 St HDFC,Housing,308 East 120 St HDFC,308 East 120 St,,,,,,,,,,2312,-73.935308,40.799307
268 East 181 Street HDFC,268 East 181 Street HDFC,Housing,268 East 181 Street HDFC,268 East 181 St,,,,,,,,,,2313,-73.899563,40.854103
1091 Bushwick Ave HDFC,1091 Bushwick Ave HDFC,Housing,1091 Bushwick Ave HDFC,1091 Bushwick Ave,,,,,,,,,,2314,-73.919337,40.690212
499 West 130 St HDFC,499 West 130 St HDFC,Housing,499 West 130 St HDFC,499 West 130 Street,,,,,,,,,,2315,-73.954201,40.815622
1809 Adam Clayton Powell Blvd HDFC,1809 Adam Clayton Powell Blvd HDFC,Housing,1809 Adam Clayton Powell Blvd HDFC,1809 Seventh Ave,,,,,,,,,,2316,-73.954965,40.799624
418-20 West 129 St HDFC,418-20 West 129 St HDFC,Housing,418-20 West 129 St HDFC,418-20 West 129 Street,,,,,,,,,,2317,-73.952483,40.81402
829 Adee Avenue HDFC,829 Adee Avenue HDFC,Housing,829 Adee Avenue HDFC,829 Adee Ave,,,,,,,,,,2318,-73.862254,40.86965
121 East 101 St HDFC,121 East 101 St HDFC,Housing,121 East 101 St HDFC,121 East 101 St,,,,,,,,,,2319,-73.949372,40.789413
540 West 146 St HDFC,540 West 146 St HDFC,Housing,540 West 146 St HDFC,540 West 146 Street,,,,,,,,,,2320,-73.948838,40.826602
468 Hancock Street HDFC,468 Hancock Street HDFC,Housing,468 Hancock Street HDFC,468 Hancock St,,,,,,,,,,2321,-73.936526,40.684054
513-15 West 157 St HDFC,513-15 West 157 St HDFC,Housing,513-15 West 157 St HDFC,515 West 157 St,,,,,,,,,,2322,-73.942865,40.833243
,,Housing,,184 East 7 St,,,,,,,,,,2323,-73.981012,40.724958
1513 Lexington Ave HDFC,1513 Lexington Ave HDFC,Housing,1513 Lexington Ave HDFC,1513 Lexington Ave,,,,,,,,,,2324,-73.950104,40.786952
755 Oakland Place HDFC,755 Oakland Place HDFC,Housing,755 Oakland Place HDFC,755 Oakland Place,,,,,,,,,,2325,-73.887548,40.846462
1185-9 Putnam Avenue HDFC,1185-9 Putnam Avenue HDFC,Housing,1185-9 Putnam Avenue HDFC,1185 Putnam Ave,,,,,,,,,,2326,-73.91638,40.690545
525 West 151 St HDFC,525 West 151 St HDFC,Housing,525 West 151 St HDFC,525 West 151 St,,,,,,,,,,2327,-73.946118,40.829588
610-12 West 136 St HDFC,610-12 West 136 St HDFC,Housing,610-12 West 136 St HDFC,610-12 West 136 St,,,,,,,,,,2328,-73.955338,40.821052
149-51 Grand Street HDFC,149-51 Grand Street HDFC,Housing,149-51 Grand Street HDFC,149-51 Grand Street,,,,,,,,,,2329,-73.9619,40.714774
1304 Pacific Street HDFC,1304 Pacific Street HDFC,Housing,1304 Pacific Street HDFC,1304 Pacific St,,,,,,,,,,2330,-73.947582,40.6775
2016 Third Ave HDFC,2016 Third Ave HDFC,Housing,2016 Third Ave HDFC,2016 3rd Ave,,,,,,,,,,2331,-73.94251,40.794582
240 Echo Place HDFC,240 Echo Place HDFC,Housing,240 Echo Place HDFC,PO Box 365,,,,,,,,,,2332,-73.904006,40.849572
1200 Woodycrest Ave HDFC,1200 Woodycrest Ave HDFC,Housing,1200 Woodycrest Ave HDFC,1200 Woodycrest Ave,,,,,,,,,,2333,-73.924693,40.836882
941 Rogers Place HDFC,941 Rogers Place HDFC,Housing,941 Rogers Place HDFC,941 Rogers Place,,,,,,,,,,2334,-73.897873,40.822342
167 West 133 St HDFC,167 West 133 St HDFC,Housing,167 West 133 St HDFC,167 W. 133 Street,,,,,,,,,,2335,-73.94395,40.813741
156 East 97 St HDFC,156 East 97 St HDFC,Housing,156 East 97 St HDFC,156 East 97 St,,,,,,,,,,2336,-73.949571,40.786148
94 Hester St HDFC,94 Hester St HDFC,Housing,94 Hester St HDFC,60 Eldridge St.,,,,,,,,,,2337,-73.992848,40.716363
120 Bergen Street HDFC,120 Bergen Street HDFC,Housing,120 Bergen Street HDFC,120 Bergen Street,,,,,,,,,,2338,-73.989084,40.686132
414 W 146 ST HDFC,414 W 146 ST HDFC,Housing,414 W 146 ST HDFC,414 West 146 St,,,,,,,,,,2339,-73.945178,40.825057
323 Pleasant Ave HDFC,323 Pleasant Ave HDFC,Housing,323 Pleasant Ave HDFC,323 Pleasant Ave,,,,,,,,,,2340,-73.932595,40.795866
Grinnell HDFC,Grinnell HDFC,Housing,Grinnell HDFC,800 Riverside Drive,,,,,,,,,,2341,-73.946138,40.835041
983 Amsterdam Ave HDFC,983 Amsterdam Ave HDFC,Housing,983 Amsterdam Ave HDFC,983 Amsterdam Avenue,,,,,,,,,,2342,-73.964591,40.801921
1987-89 Amsterdam Avenue HDFC,1987-89 Amsterdam Avenue HDFC,Housing,1987-89 Amsterdam Avenue HDFC,1987-89 Amsterdam Avenue,,,,,,,,,,2343,-73.941335,40.833717
1076 Eastern Parkway HDFC,1076 Eastern Parkway HDFC,Housing,1076 Eastern Parkway HDFC,1076 Eastern Parkway,,,,,,,,,,2344,-73.932743,40.668626
207 West 147 Street HDFC,207 West 147 Street HDFC,Housing,207 West 147 Street HDFC,207 West 147 St,,,,,,,,,,2345,-73.938908,40.823292
507-9 President Street HDFC,507-9 President Street HDFC,Housing,507-9 President Street HDFC,505 President St,,,,,,,,,,2346,-73.986386,40.677941
585 Nostrand Ave/1197 Dean St HDFC,585 Nostrand Ave/1197 Dean St HDFC,Housing,585 Nostrand Ave/1197 Dean St HDFC,1197 Dean Street,,,,,,,,,,2347,-73.949666,40.677012
1961 Mapes Avenue HDFC,1961 Mapes Avenue HDFC,Housing,1961 Mapes Avenue HDFC,1961 Mapes Ave,,,,,,,,,,2348,-73.887814,40.844003
992 Putnam Ave HDFC,992 Putnam Ave HDFC,Housing,992 Putnam Ave HDFC,992 Putnam Ave,,,,,,,,,,2349,-73.922508,40.687159
100 West 162 Street HDFC,100 West 162 Street HDFC,Housing,100 West 162 Street HDFC,100 West 162 St,,,,,,,,,,2350,-73.929873,40.831535
2456 ARTHUR AVENUE HDFC,2456 ARTHUR AVENUE HDFC,Housing,2456 ARTHUR AVENUE HDFC,2456 Arthur Ave,,,,,,,,,,2351,-73.886501,40.856756
875 Longfellow Ave HDFC,875 Longfellow Ave HDFC,Housing,875 Longfellow Ave HDFC,875 Longfellow Ave,,,,,,,,,,2352,-73.885896,40.819435
SCLERA HDFC,SCLERA HDFC,Housing,SCLERA HDFC,508 East 6 St,,,,,,,,,,2353,-73.983348,40.725181
321 Pleasant Ave HDFC,321 Pleasant Ave HDFC,Housing,321 Pleasant Ave HDFC,321 Pleasant Ave,,,,,,,,,,2354,-73.932759,40.795902
536-38 West 163 St HDFC,536-38 West 163 St HDFC,Housing,536-38 West 163 St HDFC,536 West 163 St,,,,,,,,,,2355,-73.940992,40.837291
128 29th Street HDFC,128 29th Street HDFC,Housing,128 29th Street HDFC,128 29th Street,,,,,,,,,,2356,-74.001848,40.659126
400 West 151 St HDFC,400 West 151 St HDFC,Housing,400 West 151 St HDFC,400 West 151 St,,,,,,,,,,2357,-73.942817,40.828142
541-43 West 133 St HDFC,541-43 West 133 St HDFC,Housing,541-43 West 133 St HDFC,541 West 133 St,,,,,,,,,,2358,-73.954816,40.818303
1312 Pacific St HDFC,1312 Pacific St HDFC,Housing,1312 Pacific St HDFC,1312 Pacific St,,,,,,,,,,2359,-73.947306,40.67748
1031 Pacific Street HDFC,1031 Pacific Street HDFC,Housing,1031 Pacific Street HDFC,1031 Pacific St,,,,,,,,,,2360,-73.959563,40.679285
4554 Park Avenue HDFC,4554 Park Avenue HDFC,Housing,4554 Park Avenue HDFC,4554 Park Ave,,,,,,,,,,2361,-73.894309,40.855908
132 West 169 Street HDFC,132 West 169 Street HDFC,Housing,132 West 169 Street HDFC,132 W.169th Street,,,,,,,,,,2362,-73.924724,40.840067
